Phonemic,Katakana,PartOfSpeech
[na⸢mandassaːku],ナマンダッサーク,名
[na⸢mandassaːku],ナマンダッサーク,名
[na⸢mandaʃʃi],ナマンダッシ,名
[na⸢mandaʃʃi],ナマンダッシ,名
[na⸢mandaffai],ナマンダッふァイ,名
[na⸢mandaffai],ナマンダッふァイ,名
[na⸢mandaniː],ナマンダニー,名
[na⸢mandaniː],ナマンダニー,名
[na⸢mandanibi],ナマンダニビ,名
[na⸢mandanibi],ナマンダニビ,名
[na⸢mandaneːʃi],ナマンダネーシ,名
[na⸢mandaneːʃi],ナマンダネーシ,名
[na⸢mandanoːʃi],ナマンダノーシ,名
[na⸢mandanoːʃi],ナマンダノーシ,名
[na⸢mandanoːri],ナマンダノーリ,名
[na⸢mandanoːri],ナマンダノーリ,名
[na⸢mandabarai],ナマンダバライ,名
[na⸢mandabarai],ナマンダバライ,名
[na⸢mandabiː],ナマンダビー,名
[na⸢mandabiː],ナマンダビー,名
[na⸢mandapiːri],ナマンダピーリ,名
[na⸢mandapiːri],ナマンダピーリ,名
[na⸢mandaɸui],ナマンダフイ,名
[na⸢mandaɸui],ナマンダフイ,名
[na⸢mandapuʃi],ナマンダプシ,名
[na⸢mandapuʃi],ナマンダプシ,名
[na⸢mandamiri],ナマンダミリ,名
[na⸢mandamiri],ナマンダミリ,名
[na⸢mandamuːmi],ナマンダムーミ,名
[na⸢mandamuːmi],ナマンダムーミ,名
[na⸢mandamuni],ナマンダムニ,名
[na⸢mandamuni],ナマンダムニ,名
[na⸢mandari⸣munu],ナマンダリムヌ,名
[na⸢mandari⸣munu],ナマンダリムヌ,名
[na⸢mi],ナミ,名
[na⸢mi],ナミ,名
[na⸢mi],ナミ,名
[na⸢mi],ナミ,名
[na⸢mi⸣kaʤi],ナミカジ,名
[na⸢mi⸣kaʤi],ナミカジ,名
[na⸢minamiːtu],ナミナミートゥ,副
[na⸢minamiːtu],ナミナミートゥ,副
[na⸢minu⸣ pana],ナミヌパナ,連
[na⸢minu⸣ pana],ナミヌパナ,連
[na⸢miruŋ],ナミルン,他動
[na⸢mi⸣ruŋ],ナミルン,他動
[na⸢miruŋ],ナミルン,他動
[na⸢mi⸣ruŋ],ナミルン,他動
[na⸢ja],ナヤ,名
[na⸢ja],ナヤ,名
[na⸢ju],ナユ,副
[na⸢ju],ナユ,副
[na⸢raː⸣ʃi],ナラーシ,名
[na⸢raː⸣ʃi],ナラーシ,名
[na⸢raː⸣ʃi],ナラーシ,名
[na⸢raː⸣ʃi],ナラーシ,名
[na⸢raːʃiguri⸣saŋ],ナラーシグリサン,形
[na⸢raːʃiguri⸣saŋ],ナラーシグリサン,形
[na⸢raːʃiʣoː⸣ʤi],ナラーシゾージ,名
[na⸢raːʃiʣoː⸣ʤi],ナラーシゾージ,名
[na⸢raːʃi⸣na ⸣munu],ナラーシナムヌ,連
[na⸢raːʃi⸣na ⸣munu],ナラーシナムヌ,連
[na⸢raːʃi⸣miʧi],ナラーシミチ,名
[na⸢raːʃi⸣miʧi],ナラーシミチ,名
[na⸢raːʃi⸣joː],ナラーシヨー,名
[na⸢raːʃi⸣joː],ナラーシヨー,名
[na⸢raː⸣suŋ],ナラースン,他動
[na⸢raː⸣suŋ],ナラースン,他動
[na⸢raː⸣suŋ],ナラースン,他動
[na⸢raː⸣suŋ],ナラースン,他動
[na⸢raː⸣riŋ],ナラーリン,自動
[na⸢raː⸣riŋ],ナラーリン,自動
[⸣narai],ナライ,名
[⸣narai],ナライ,名
[⸣narai],ナライ,名
[⸣narai],ナライ,名
[⸣narauŋ],ナラウン,他動
[⸣narauŋ],ナラウン,他動
[⸣narauŋ],ナラウン,他動
[⸣narauŋ],ナラウン,他動
[⸣naraʃi̥keː],ナラシケー,名
[⸣naraʃi̥keː],ナラシケー,名
[⸣naraʃi̥keː],ナラシケー,名
[⸣naraʃi̥keː],ナラシケー,名
[na⸢ra⸣suŋ],ナラスン,他動
[na⸢ra⸣suŋ],ナラスン,他動
[na⸢ra⸣suŋ],ナラスン,他動
[na⸢ra⸣suŋ],ナラスン,他動
[na⸢ra⸣suŋ],ナラスン,他動
[na⸢ra⸣suŋ],ナラスン,他動
[na⸢ra⸣nu],ナラヌ,連
[na⸢ra⸣nu],ナラヌ,連
[na⸢ra⸣nu],ナラヌ,連
[na⸢ra⸣nu],ナラヌ,連
[na⸢ra⸣nu],ナラヌ,連
[na⸢ra⸣nu],ナラヌ,連
[na⸢rabasuŋ],ナラバスン,他動
[na⸢rabasuŋ],ナラバスン,他動
[na⸢rabi],ナラビ,名
[na⸢rabi],ナラビ,名
[na⸢rabiruŋ],ナラビルン,他動
[na⸢rabiruŋ],ナラビルン,他動
[na⸢rabuŋ],ナラブン,自動
[na⸢rabuŋ],ナラブン,自動
[na⸢ra⸣ripama],ナラリパマ,名
[na⸢ra⸣ripama],ナラリパマ,名
[na⸢riʔu⸣ʧi],ナリウチ,名
[na⸢riʔu⸣ʧi],ナリウチ,名
[⸣nariʔuŋ],ナリウン,名
[⸣nariʔuŋ],ナリウン,名
[na⸢rikaː⸣ruŋ],ナリカールン,自動
[na⸢rikaː⸣ruŋ],ナリカールン,自動
[na⸢ri⸣nu ⸣munu],ナリヌムヌ,連
[na⸢ri⸣nu ⸣munu],ナリヌムヌ,連
[na⸢ri⸣basa],ナリバサ,名
[na⸢ri⸣basa],ナリバサ,名
[na⸢ri⸣munu],ナリムヌ,名
[na⸢ri⸣munu],ナリムヌ,名
[na⸢ri⸣munujasai],ナリムヌヤサイ,名
[na⸢ri⸣munujasai],ナリムヌヤサイ,名
[na⸢ri⸣ruŋ],ナリルン,自動
[na⸢ri⸣ruŋ],ナリルン,自動
[na⸢ri⸣ruŋ],ナリルン,自動
[na⸢ri⸣ruŋ],ナリルン,自動
[⸣narin na⸢ra⸣naːŋ],ナリンナラナーン,連
[⸣narin na⸢ra⸣naːŋ],ナリンナラナーン,連
[⸣naru],ナル,名
[⸣naru],ナル,名
[⸣narukaː],ナルカー,連
[⸣narukaː],ナルカー,連
[⸣narukagiri],ナルカギリ,副
[⸣narukagiri],ナルカギリ,副
[⸣narusu̥kun ⸢deː⸣kaː],ナルスクンデーカー,連
[⸣narusu̥kun ⸢deː⸣kaː],ナルスクンデーカー,連
[⸢narusu̥koː ʔa⸢ra⸣nu],ナルスコーアラヌ,連
[⸢narusu̥koː ʔa⸢ra⸣nu],ナルスコーアラヌ,連
[⸢narusu̥koː ʔa⸢ra⸣nu],ナルスコーアラヌ,連
[⸢narusu̥koː ʔa⸢ra⸣nu],ナルスコーアラヌ,連
[⸣narudaki],ナルダキ,副
[⸣narudaki],ナルダキ,副
[⸣naruni],ナルニ,副
[⸣naruni],ナルニ,副
[na⸢rubi⸣ku],ナルビク,副
[na⸢rubi⸣ku],ナルビク,副
[⸣naru ⸣ɸuːnaː],ナルフーナー,連
[⸣naru ⸣ɸuːnaː],ナルフーナー,連
[⸣naruhudu],ナルフドゥ,副
[⸣naruhudu],ナルフドゥ,副
[⸣narujoːni],ナルヨーニ,連
[⸣narujoːni],ナルヨーニ,連
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naruŋ],ナルン,自動
[⸣naŋ],ナン,名
[⸣naŋ],ナン,名
[⸣naŋ],ナン,名
[⸣naŋ],ナン,接尾
[⸣naŋ],ナン,接尾
[⸣nan],ナン,代
[⸣nan],ナン,代
[⸣naŋ],ナン,名
[⸣naŋ],ナン,名
[⸣naŋ],ナン,名
[⸣naŋ],ナン,接尾
[⸣naŋ],ナン,接尾
[⸣nan],ナン,代
[⸣nan],ナン,代
[⸢naŋ⸣ka],ナンカ,名
[⸢naŋ⸣ka],ナンカ,名
[⸢naŋkasoː⸣raŋ],ナンカソーラン,名
[⸢naŋkasoː⸣raŋ],ナンカソーラン,名
[⸢naŋkasok⸣koː],ナンカソッコー,名
[⸢naŋkasok⸣koː],ナンカソッコー,名
[⸢naŋ⸣kanaŋka],ナンカナンカ,名
[⸢naŋ⸣kanaŋka],ナンカナンカ,名
[⸢naŋkamaː⸣ʃi],ナンカマーシ,連
[⸢naŋkamaː⸣ʃi],ナンカマーシ,連
[⸢naŋ⸣gi],ナンギ,名
[⸢naŋ⸣gi],ナンギ,名
[⸢naŋ⸣giʔawari],ナンギアワリ,名
[⸢naŋ⸣giʔawari],ナンギアワリ,名
[⸢naŋ⸣giku̥ʧisa],ナンギクチサ,名
[⸢naŋ⸣giku̥ʧisa],ナンギクチサ,名
[⸢naŋgiʃi̥ti⸣ruŋ],ナンギシティルン,他動
[⸢naŋgiʃi̥ti⸣ruŋ],ナンギシティルン,他動
[⸢naŋ⸣gi ʃi̥⸢tuŋ],ナンギシトゥン,連
[⸢naŋ⸣gi ʃi̥⸢tuŋ],ナンギシトゥン,連
[⸢naŋgitʦaː⸣suŋ],ナンギッツァースン,他動
[⸢naŋgitʦaː⸣suŋ],ナンギッツァースン,他動
[⸢naŋgi⸣ruŋ],ナンギルン,他動
[⸢naŋgi⸣ruŋ],ナンギルン,他動
[⸣naŋgiŋ],ナンギン,名
[⸣naŋgiŋ],ナンギン,名
[⸢naŋgiŋ⸣gui],ナンギングイ,名
[⸢naŋgiŋ⸣gui],ナンギングイ,名
[⸢naŋkuku⸣ru],ナンククル,副
[⸢naŋkuku⸣ru],ナンククル,副
[⸢naŋ⸣guŋ],ナングン,他動
[⸢naŋ⸣guŋ],ナングン,自動
[⸢naŋ⸣guŋ],ナングン,他動
[⸢naŋ⸣guŋ],ナングン,自動
[⸣naŋgeː],ナンゲー,名
[⸣naŋgeː],ナンゲー,名
[⸣naŋgeː ⸣naruŋ],ナンゲーナルン,連
[⸣naŋgeː ⸣naruŋ],ナンゲーナルン,連
[⸢nanʣaŋ],ナンザン,名
[⸢nanʣaŋ],ナンザン,名
[⸣nanʣuː],ナンズー,名
[⸣nanʣuː],ナンズー,名
[⸢nan⸣ʣoː],ナンゾー,副
[⸢nan⸣ʣoː],ナンゾー,副
[⸢nan⸣ʦa],ナンツァ,名
[⸢nan⸣ʦa],ナンツァ,名
[⸢nanʦa⸣gani],ナンツァガニ,名
[⸢nanʦa⸣gani],ナンツァガニ,名
[⸢nanʦapjuː⸣ru ku⸢ganipjuːru],ナンツァピュールクガニピュール,連
[⸢nanʦapjuː⸣ru ku⸢ganipjuːru],ナンツァピュールクガニピュール,連
[⸢nanʦajoː⸣ʧi],ナンツァヨーチ,名
[⸢nanʦajoː⸣ʧi],ナンツァヨーチ,名
[⸣nantukiŋ],ナントゥキン,名
[nan⸢dukiŋ],ナンドゥキン,名
[⸣nantukiŋ],ナントゥキン,名
[nan⸢dukiŋ],ナンドゥキン,名
[⸢nantu⸣muʧi],ナントゥムチ,名
[⸢nantu⸣muʧi],ナントゥムチ,名
[⸢nanni⸣ʧi],ナンニチ,名
[⸢nanni⸣ʧi],ナンニチ,名
[⸢nan⸣niŋ],ナンニン,名
[⸢nan⸣niŋ],ナンニン,名
[⸢nan⸣niŋ],ナンニン,名
[⸢nan⸣niŋ],ナンニン,名
[⸢nam⸣ba],ナンバ,名
[⸢nam⸣ba],ナンバ,名
[⸢nambaŋgami],ナンバンガミ,名
[⸢nambaŋgami],ナンバンガミ,名
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣-ni],ニ,格助
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸣niː],ニー,名
[⸢niːʔaː⸣ri],ニーアーリ,名
[⸢niːʔaː⸣ri],ニーアーリ,名
[⸢niː⸣ʔagi],ニーアギ,名
[⸢niː⸣ʔagi],ニーアギ,名
[⸣niː ʔu⸢sui],ニーウスイ,連
[⸣niː ʔu⸢sui],ニーウスイ,連
[⸣niː ʔu⸢ra⸣suŋ],ニーウラスン,連
[⸣niː ʔu⸢ra⸣suŋ],ニーウラスン,連
[⸣niː ʔu⸢ra⸣suŋ],ニーウラスン,連
[⸣niː ʔu⸢ra⸣suŋ],ニーウラスン,連
[⸣niː ʔu⸢ri⸣ruŋ],ニーウリルン,連
[⸣niː ʔu⸢ri⸣ruŋ],ニーウリルン,連
[⸢niː⸣ʔureː],ニーウレー,名
[⸢niː⸣ʔureː],ニーウレー,名
[⸢niːkata⸣mi],ニーカタミ,名
[⸢niːkata⸣mi],ニーカタミ,名
[⸢niːkatami⸣pu̥su],ニーカタミプス,名
[⸢niːkatami⸣pu̥su],ニーカタミプス,名
[⸣niː kḁ⸢ta⸣muŋ],ニーカタムン,連
[⸣niː kḁ⸢ta⸣muŋ],ニーカタムン,連
[⸢niːki̥ʃi⸣ruŋ],ニーキシルン,自動
[⸢niːki̥ʃi⸣ruŋ],ニーキシルン,自動
[⸢niː⸣kisuŋ],ニーキスン,自動
[⸢niː⸣kisuŋ],ニーキスン,自動
[⸢niː⸣kusai],ニークサイ,名
[⸢niː⸣kusai],ニークサイ,名
[⸢niːkumiruŋ],ニークミルン,他動
[⸢niːkumiruŋ],ニークミルン,他動
[⸢niːguru⸣ma],ニーグルマ,名
[⸢niːguru⸣ma],ニーグルマ,名
[⸢niːʣama],ニーザマ,名
[⸢niːʣama],ニーザマ,名
[⸢niː⸣ʣarakoːʣara],ニーザラコーザラ,副
[⸢niː⸣ʣarakoːʣara],ニーザラコーザラ,副
[niː⸢ʃiː⸣kiː ⸢ʃiː],ニーシーキーシー,連
[niː⸢ʃiː⸣kiː ⸢ʃiː],ニーシーキーシー,連
[⸢niː⸣ʃeː],ニーシェー,名
[⸢niː⸣ʃeː],ニーシェー,名
[⸢niːʃeː⸣taː],ニーシェーター,名
[⸢niːʃeː⸣taː],ニーシェーター,名
[⸢niːʃi̥ki⸣ʔiʃi],ニーシキイシ,名
[⸢niːʃi̥ki⸣ʔiʃi],ニーシキイシ,名
[⸢niːʃi̥ki⸣ruŋ],ニーシキルン,自動
[⸢niːʃi̥ki⸣ruŋ],ニーシキルン,自動
[⸢niːʤima⸣ruŋ],ニージマルン,自動
[⸢niːʤima⸣ruŋ],ニージマルン,自動
[⸣niː ʃi⸢muŋ],ニーシムン,連
[⸣niː ʃi⸢muŋ],ニーシムン,連
[⸢niːʤiru],ニージル,名
[⸢niːʤiru],ニージル,名
[⸢niːʣuː⸣waŋ],ニーズーワン,形
[⸢niːʣuː⸣waŋ],ニーズーワン,形
[⸢niːsu̥ku⸣rai],ニースクライ,名
[⸢niːsu̥ku⸣rai],ニースクライ,名
[⸢niː⸣su̥kuŋ],ニースクン,自動
[⸢niː⸣su̥kuŋ],ニースクン,自動
[⸢niː⸣su̥kuŋ],ニースクン,自動
[⸢niː⸣su̥kuŋ],ニースクン,自動
[⸣niːsura],ニースラ,名
[⸣niːsura],ニースラ,名
[⸢niːtaː⸣guː],ニーターグー,名
[⸢niːtaː⸣guː],ニーターグー,名
[⸢niː⸣dipu̥su],ニーディプス,名
[⸢niː⸣dipu̥su],ニーディプス,名
[⸢niː⸣dimari],ニーディマリ,名
[⸢niː⸣dimari],ニーディマリ,名
[⸣niːnaru],ニーナル,名
[⸣niːnaru],ニーナル,名
[⸣niːni],ニーニ,名
[⸣niːni],ニーニ,名
[⸢niː⸣nu ⸣ʤiŋi],ニーヌジン,連
[⸢niː⸣nu ⸣ʤiŋi],ニーヌジン,連
[⸢niː⸣nu ⸢suːriba⸣ru ju⸢dapaːn suː⸣ru],ニーヌスーリバルユダパーンスール,連
[⸢niː⸣nu ⸢suːriba⸣ru ju⸢dapaːn suː⸣ru],ニーヌスーリバルユダパーンスール,連
[⸢niːnu⸣paː],ニーヌパー,名
[⸢niːnu⸣paː],ニーヌパー,名
[⸢niːnu⸣paːkaʤi],ニーヌパーカジ,名
[⸢niːnu⸣paːkaʤi],ニーヌパーカジ,名
[⸢niːnu⸣paːʃinu],ニーヌパーシヌ,名
[⸢niːnu⸣paːʃinu],ニーヌパーシヌ,名
[⸢niːnu⸣paːpuʃi],ニーヌパープシ,名
[⸢niːnu⸣paːpuʃi],ニーヌパープシ,名
[⸢niːnuburu],ニーヌブル,名
[⸢niːnuburu],ニーヌブル,名
[⸢niː⸣baki],ニーバキ,名
[⸢niː⸣baki],ニーバキ,名
[⸢niː⸣bapajaː],ニーバパヤー,副
[⸢niː⸣bapajaː],ニーバパヤー,副
[⸣niːbaru],ニーバル,名
[⸣niːbaru],ニーバル,名
[⸣niːbaruʔiʣu],ニーバルイズ,名
[⸣niːbaruʔiʣu],ニーバルイズ,名
[⸢niː⸣baŋ],ニーバン,形
[⸢niː⸣baŋ],ニーバン,形
[⸢niːbaŋʔura⸣ʣa],ニーバンウラザ,名
[⸢niːbaŋʔura⸣ʣa],ニーバンウラザ,名
[⸢niːban⸣ʣaː],ニーバンザー,名
[⸢niːban⸣ʣaː],ニーバンザー,名
[⸢niːbaŋʃiː⸣munu],ニーバンシームヌ,名
[⸢niːbaŋʃiː⸣munu],ニーバンシームヌ,名
[⸢niːban⸣duru],ニーバンドゥル,名
[⸢niːban⸣duru],ニーバンドゥル,名
[⸣niːbiki],ニービキ,名
[⸣niːbiki],ニービキ,名
[⸣niːbikijoi],ニービキヨイ,名
[⸣niːbikijoi],ニービキヨイ,名
[⸢niːbuikaː⸣bui],ニーブイカーブイ,名
[⸢niːbuikaː⸣bui],ニーブイカーブイ,名
[⸢niː⸣ɸuda],ニーフダ,名
[⸢niː⸣ɸuda],ニーフダ,名
[⸣niːbutaː],ニーブター,名
[⸣niːbutaː],ニーブター,名
[⸣niːbutaː],ニーブター,名
[⸣niːbutaː],ニーブター,名
[⸣niːbutaː ⸢ʔaːsuŋ],ニーブターアースン,連
[⸣niːbutaː ⸢ʔaːsuŋ],ニーブターアースン,連
[⸢niːbujaː],ニーブヤー,名
[⸢niːbujaː],ニーブヤー,名
[⸢niː⸣puri ⸣paːpuri],ニープリパープリ,副
[⸢niː⸣puri ⸣paːpuri],ニープリパープリ,副
[⸢niːburu],ニーブル,名
[⸢niːburu],ニーブル,名
[⸢niːburukaː⸣buru],ニーブルカーブル,名
[⸢niːburukaː⸣buru],ニーブルカーブル,名
[⸢niːburu suŋ],ニーブルスン,連
[⸢niːburu suŋ],ニーブルスン,連
[⸢niːburunaki],ニーブルナキ,名
[⸢niːburunaki],ニーブルナキ,名
[⸢niːburumiː],ニーブルミー,名
[⸢niːburumiː],ニーブルミー,名
[⸣niː ⸣puruŋ],ニープルン,連
[⸣niː ⸣puruŋ],ニープルン,連
[⸢niːmu⸣ʧi],ニームチ,名
[⸢niːmu⸣ʧi],ニームチ,名
[⸢niː⸣mutu],ニームトゥ,名
[⸢niː⸣mutu],ニームトゥ,名
[⸢niːmu⸣tu],ニームトゥ,名
[⸢niː⸣mutu],ニームトゥ,名
[⸢niː⸣mutu],ニームトゥ,名
[⸢niːmu⸣tu],ニームトゥ,名
[niː⸢jaːniːjaːʃi],ニーヤーニーヤーシ,副
[niː⸢jaːniːjaːʃi],ニーヤーニーヤーシ,副
[⸢niːjaː⸣ŋ],ニーヤーン,形
[⸢niːjaː⸣ŋ],ニーヤーン,形
[⸣niːra],ニーラ,副
[⸣niːra],ニーラ,副
[⸣niːra],ニーラ,副
[⸣niːra],ニーラ,副
[⸢niː⸣rakoːra],ニーラコーラ,副
[⸢niː⸣rakoːra],ニーラコーラ,副
[⸣niːrasu̥ku],ニーラスク,名
[⸣niːrasu̥ku],ニーラスク,名
[⸣niːra ⸣suraː ⸢baː⸣ki],ニーラスラーバーキ,連
[⸣niːra ⸣suraː ⸢baː⸣ki],ニーラスラーバーキ,連
[⸢niːrabu⸣ʧi],ニーラブチ,名
[⸢niːrabu⸣ʧi],ニーラブチ,名
[⸢niːri],ニーリ,名
[⸢niːri],ニーリ,名
[⸢niːri⸣ffai],ニーリッふァイ,名
[⸢niːri⸣ffai],ニーリッふァイ,名
[⸢niːritiː],ニーリティー,名
[⸢niːritiː],ニーリティー,名
[⸢niːruŋ],ニールン,自動
[⸢niːruŋ],ニールン,自動
[⸢niː⸣ruŋ],ニールン,他動
[⸢niː⸣ruŋ],ニールン,他動
[⸢niː⸣ruŋ],ニールン,他動
[⸢niː⸣ruŋ],ニールン,自動
[⸢niːruŋ],ニールン,自動
[⸢niːruŋ],ニールン,自動
[⸢niː⸣ruŋ],ニールン,他動
[⸢niː⸣ruŋ],ニールン,他動
[⸢niː⸣ruŋ],ニールン,他動
[⸢niː⸣ruŋ],ニールン,自動
[⸣niːreːnu kon⸢ʧem⸣ma],ニーレーヌコンチェンマ,連
[⸣niːreːnu kon⸢ʧem⸣ma],ニーレーヌコンチェンマ,連
[⸢niː⸣renʦuː],ニーレンツー,名
[⸢niː⸣renʦuː],ニーレンツー,名
[⸢niː⸣renʦoː],ニーレンツォー,名
[⸢niː⸣renʦoː],ニーレンツォー,名
[⸣nika],ニカ,名
[⸣nika],ニカ,名
[⸣nigai],ニガイ,名
[⸣nigai],ニガイ,名
[⸣nigai],ニガイ,名
[⸣nigai],ニガイ,名
[ni⸢gai⸣gutu],ニガイグトゥ,名
[ni⸢gai⸣gutu],ニガイグトゥ,名
[ni⸢gaiʃi̥ki⸣ruŋ],ニガイシキルン,他動
[ni⸢gaiʃi̥ki⸣ruŋ],ニガイシキルン,他動
[ni⸢gai⸣su̥kuŋ],ニガイスクン,他動
[ni⸢gai⸣su̥kuŋ],ニガイスクン,他動
[ni⸢gai⸣pu̥su],ニガイプス,名
[ni⸢gai⸣pu̥su],ニガイプス,名
[ni⸢gaibusu̥⸣ku],ニガイブスク,名
[ni⸢gaibusu̥⸣ku],ニガイブスク,名
[ni⸢gai⸣ɸu̥ʧi],ニガイフチ,名
[ni⸢gai⸣ɸu̥ʧi],ニガイフチ,名
[⸣nikaijaː],ニカイヤー,名
[⸣nikaijaː],ニカイヤー,名
[ni⸢gai⸣ruŋ],ニガイルン,他動
[ni⸢gai⸣ruŋ],ニガイルン,他動
[⸣nigauŋ],ニガウン,他動
[⸣nigauŋ],ニガウン,他動
[⸣nigauŋ],ニガウン,他動
[⸣nigauŋ],ニガウン,他動
[ni⸢ka⸣nu ⸣juː],ニカヌユー,連
[ni⸢ka⸣nu ⸣juː],ニカヌユー,連
[ni⸢ki⸣mai],ニキマイ,名
[ni⸢ki⸣mai],ニキマイ,名
[⸣niku],ニク,名
[⸣niku],ニク,名
[⸣niku],ニク,名
[⸣niku],ニク,名
[ni⸢kuʃi̥ki⸣joː],ニクシキヨー,名
[ni⸢kuʃi̥ki⸣joː],ニクシキヨー,名
[ni⸢komi],ニコミ,名
[ni⸢komi],ニコミ,名
[ni⸢ʣama],ニザマ,名
[ni⸢ʣama],ニザマ,名
[ni⸢ʃi],ニシ,名
[⸣niʤi],ニジ,名
[⸣niʤi],ニジ,名
[ni⸢ʃi],ニシ,名
[⸣niʤi],ニジ,名
[⸣niʤi],ニジ,名
[ni⸢ʃeːki],ニシェーキ,名
[ni⸢ʃeːki],ニシェーキ,名
[ni⸢ʃeːpajaː],ニシェーパヤー,名
[ni⸢ʃeːpajaː],ニシェーパヤー,名
[ni⸢ʃikaʤi],ニシカジ,名
[ni⸢ʃikaʤi],ニシカジ,名
[ni⸢ʤikan⸣ti],ニジカンティ,名
[ni⸢ʤikan⸣ti],ニジカンティ,名
[ni⸢ʃikubi],ニシクビ,名
[ni⸢ʃikubi],ニシクビ,名
[ni⸢ʃikubi],ニシクビ,名
[ni⸢ʃikubi],ニシクビ,名
[⸣niʤippiru],ニジッピル,名
[⸣niʤippiru],ニジッピル,名
[ni⸢ʃi⸣doː],ニシドー,固
[ni⸢ʃi⸣doː],ニシドー,固
[ni⸢ʃi⸣doːʔugaŋ],ニシドーウガン,固
[ni⸢ʃi⸣doːʔugaŋ],ニシドーウガン,固
[ni⸢ʃibaneː],ニシバネー,名
[ni⸢ʃibaneː],ニシバネー,名
[ni⸢ʃimaffa],ニシマッふァ,名
[ni⸢ʃimaffa],ニシマッふァ,名
[ni⸢ʃi⸣miʤi],ニシミジ,名
[ni⸢ʃi⸣miʤi],ニシミジ,名
[ni⸢ʃimureː],ニシムレー,名
[ni⸢ʃimureː],ニシムレー,名
[ni⸢ʃimureːnu⸣ gisazaːteː],ニシムレーヌギサザーテー,連
[ni⸢ʃimureːnu⸣ gisazaːteː],ニシムレーヌギサザーテー,連
[⸣niʤuː],ニジュー,名
[⸣niʤuː],ニジュー,名
[⸣niʤuːgu⸢niŋki],ニジューグニンキ,名
[⸣niʤuːgu⸢niŋki],ニジューグニンキ,名
[ni⸢ʤi⸣ruŋ],ニジルン,他動
[ni⸢ʤi⸣ruŋ],ニジルン,他動
[ni⸢ʃinta],ニシンタ,名
[ni⸢ʃinta],ニシンタ,名
[⸣nisu],ニス,名
[⸣nisu],ニス,名
[ni⸢su⸣daki],ニスダキ,名
[ni⸢su⸣daki],ニスダキ,名
[⸣niuŋ],ニズン,自動
[⸣niuŋ],ニズン,自動
[ni⸢taːnitaː⸣ʃi],ニターニターシ,副
[ni⸢taːnitaː⸣ʃi],ニターニターシ,副
[ni⸢takama],ニタカマ,名
[ni⸢takama],ニタカマ,名
[ni⸢tamunu],ニタムヌ,名
[ni⸢tamunu],ニタムヌ,名
[ni⸢ta⸣muŋ],ニタムン,他動
[ni⸢ta⸣muŋ],ニタムン,他動
[ni⸢daŋ],ニダン,名
[ni⸢daŋ],ニダン,名
[⸣niʧi],ニチ,名
[⸣niʧi],ニチ,名
[⸣niʧi],ニチ,助数
[⸣niʧi],ニチ,名
[⸣niʧi],ニチ,名
[⸣niʧi],ニチ,助数
[niʧiː⸢niʧiː],ニチーニチー,副
[niʧiː⸢niʧiː],ニチーニチー,副
[ni⸢ʧisama⸣ʃi],ニチサマシ,名
[ni⸢ʧisama⸣ʃi],ニチサマシ,名
[⸣niʧi sa⸢ma⸣ruŋ],ニチサマルン,連
[⸣niʧi sa⸢ma⸣ruŋ],ニチサマルン,連
[⸣niʧipampaŋ],ニチパンパン,副
[⸣niʧipampaŋ],ニチパンパン,副
[⸣niʧi ⸢poːpoː],ニチポーポー,連
[⸣niʧi ⸢poːpoː],ニチポーポー,連
[ni⸢ʧoː⸣ruː],ニチョールー,名
[ni⸢ʧoː⸣ruː],ニチョールー,名
[nik⸢ka],ニッカ,名
[nik⸢ka],ニッカ,名
[nik⸢ka],ニッカ,名
[nik⸢ka],ニッカ,名
[⸢nit⸣taː ⸢suŋ],ニッタースン,連
[⸢nit⸣taː ⸢suŋ],ニッタースン,連
[⸢nit⸣taːŋ],ニッターン,形
[⸢nit⸣taːŋ],ニッターン,形
[⸢nitta⸣sagamarasa],ニッタサガマラサ,名
[⸢nitta⸣sagamarasa],ニッタサガマラサ,名
[⸢nittanʦuru⸣gi],ニッタンツルギ,名
[⸢nittanʦuru⸣gi],ニッタンツルギ,名
[⸢nittoː],ニットー,名
[⸢nittoː],ニットー,名
[⸢nif⸣faː ⸢suŋ],ニッふァースン,連
[⸢nif⸣faː ⸢suŋ],ニッふァースン,連
[⸢nif⸣faːŋ],ニッふァーン,形
[⸢nif⸣faːŋ],ニッふァーン,形
[⸢niffaʔiʤi],ニッふァイジ,名
[⸢niffaʔiʤi],ニッふァイジ,名
[⸢niffamari],ニッふァマリ,名
[⸢niffamari],ニッふァマリ,名
[⸢niffamuː],ニッふァムー,名
[⸢niffamuː],ニッふァムー,名
[⸢niffamuni],ニッふァムニ,名
