noisy_input,clean_katakana_target,phonemic_target
ピシキイ,ピーシキイー,[⸢piːʃi̥ki⸣ʔiː]
ガジトゥルン,ガジトゥルン,[⸣gaʤituruŋ]
ウーン,ウーン,[⸣ʔuːŋ]
ウチミジ,ウチミジ,[ʔu⸢ʧi⸣miʤi]
トゥシビイ,トゥシビー,[tu̥⸢ʃi⸣biː]
クコシ,クーコーシ,[⸣kuːkoːʃi]
テイン,ティン,[⸣tiŋ]
シジル,シージル,[⸢ʃiːʤiru]
オンプール,オンプール,[⸣ʔompuːru]
パヤン,パヤーン,[pa⸢jaː⸣ŋ]
グ,グー,[⸣guː]
ニウレ,ニーウレー,[⸢niː⸣ʔureː]
カタチニ,カタチニ,[⸣kḁtaʧini]
スイザシコーヤク,スイザシコーヤク,[⸢suiʣaʃikoːjaku]
アサマユマ,アサマユーマ,[ʔa⸢samajuː⸣ma]
ピイサフチ,ピーザフチ,[⸢piːʣa⸣ɸu̥ʧi]
クインガリ,クインガーリ,[⸢kuiŋgaː⸣ri]
ドオ,ドー,[⸢doː]
シアウン,シーアウン,[⸣ʃiː ⸢ʔauŋ]
ヨイサ,ヨイサー,[⸢joi⸣saː]
サビサビシ,サビーサビーシ,[sa⸢biːsabiː⸣ʃi]
ヤゴーマー,ヤゴーマー,[⸣jagoːmaː]
ニジ,ニジ,[⸣niʤi]
オオリン,オーリン,[⸢ʔoːriŋ]
ユナンカ,ユーナンカ,[⸢juːnaŋka]
インタパナシケー,インタパナシケー,[⸢ʔintapanaʃi̥keː]
マーダーッサン,マーダーッサン,[⸢maːdaːs⸣saŋ]
シーゾーヤー,シーゾーヤー,[⸢ʃiːʣoː⸣jaː]
アマテインキ,アマティンキ,[ʔa⸢matiŋ⸣ki]
ドウナイスン,ドゥーナイスン,[⸢duː⸣nai ⸢suŋ]
トウドウクウルン,トゥドゥクールン,[tu⸢dukuː⸣ruŋ]
ウタイヨルン,ウタイヨールン,[ʔu⸢taijoː⸣ruŋ]
イトゥカキ,イトゥカキ,[ʔi⸢tu⸣kaki]
ナキブー,ナキブー,[na⸢kibuː]
イーソンガチ,イーソンガチ,[⸢ʔiː⸣ soŋgaʧi]
ニビントン,ニビントン,[ni⸢bintoŋ]
ティーアラーン,ティーアラーン,[⸢tiːʔaraː⸣ŋ]
ニシムレーヌギサザーテー,ニシムレーヌギサザーテー,[ni⸢ʃimureːnu⸣ gisazaːteː]
トウシツサアラ,トゥシッサーラ,[tu̥⸢ʃissaː⸣ra]
ナットゥク,ナットゥク,[⸢nattu⸣ku]
シザミドンッふァ,シザミドーンッふァ,[ʃi⸢ʣamidoːŋ⸣ffa]
クシェ,クシェー,[ku̥⸢ʃeː]
ミイユミ,ミーユミ,[⸢miːjumi]
エエ,エーエー,[⸢ʔe⸣ː⸢ʔe⸣ː~⸢je⸣ː⸢je⸣ː]
ウザドゥル,ウザドゥル,[⸣ʔuʣaduru]
パリンマ,パリンマ,[pa⸢riʔm⸣ma]
デイカ,ディカ,[di⸢ka]
パンチルン,パンチルン,[⸢panʧiruŋ]
マリドウシ,マリドゥシ,[ma⸢riduʃi]
カンキスン,カンキスン,[⸢kaŋ⸣kisuŋ]
シ,シー,[⸢ʃiː]
ピラケエピラケエシ,ピラケーピラケーシ,[pi⸢rakeːpirakeː⸣ʃi]
スイプス,スイプス,[⸣suipu̥su]
ウガマリルン,ウガマリルン,[ʔu⸢gamari⸣ruŋ]
キムフクレー,キムフクレー,[kimuɸu̥ku⸢reː]
ムス,ムス,[⸣musu]
アヤッサン,アヤッサーン,[ʔa⸢jas⸣saːŋ]
ムトゥムトゥ,ムトゥムトゥ,[⸣mutumutu]
マアニ,マーニ,[⸢maː⸣ni]
ハカヒキトゥム,バカビキドゥム,[ba⸢kabiki⸣dumu]
ピーイキ,ピーイキ,[⸢piː⸣ʔiki]
ガフティ,ガフティ,[gaɸu̥⸢ti]
ウサアリカサアリ,ウサーリカサーリ,[ʔu⸢saːri⸣kasaːri]
キイムシ,キームシ,[⸢kiːmuʃi]
ウブアヤ,ウブアヤ,[ʔu⸢bu⸣ʔaja]
イシフチバイ,イシフチバイ,[ʔi⸢ʃiɸu̥ʧibai]
ミイシキパナシキ,ミーシキパナシキ,[⸢miː⸣ʃi̥kipanaʃi̥ki]
タンティ,ダンティ,[dan⸢ti]
トゥドゥルクン,トゥドゥルクン,[tu⸢duru⸣kuŋ]
ヌン,ヌン,[⸣nuŋ]
シキッツァースン,シキッツァースン,[ʃi̥⸢kitʦaːsuŋ]
ドゥーシマル,ドゥーシマル,[⸣duːʃimaru]
ニイレエヌコンチェンマ,ニーレーヌコンチェンマ,[⸣niːreːnu kon⸢ʧem⸣ma]
ナールン,ナールン,[⸢naː⸣ruŋ]
トーブン,トーブン,[⸢toː⸣buŋ]
サハソキリ,サバソーギリ,[sa⸢basoː⸣giri]
バタピーチ,バタピーチ,[ba⸢tapiː⸣ʧi]
ビイ,ビー,[⸣biː]
ヌウユンサア,ヌーユンサー,[⸢nuː⸣junsaː]
トゥシビーニンガイ,トゥシビーニンガイ,[tu̥⸢ʃi⸣biːniŋgai]
フタウヤ,フタウヤ,[ɸu̥⸢taʔuja]
ヌンツァースン,ヌンツァースン,[⸢nunʦaː⸣suŋ]
トオバン,トーバン,[⸢toːbaŋ]
トゥミパンクルン,トゥミパンクルン,[tu⸢mipaŋ⸣kuruŋ]
テイバフ,ティバフ,[ti⸢ba⸣ɸu]
バカアバカアシ,バカーバカーシ,[ba⸢kaːbakaː⸣ʃi]
ピツカカルン,ピッカカルン,[⸢pikkakaruŋ]
シシムラシ,シーシムラシ,[⸢ʃiːʃimura⸣ʃi]
ペルン,ペールン,[⸢peː⸣ruŋ]
パイタ,パイタ,[⸢pai⸣ta]
アーピキウシ,アーピキウシ,[⸢ʔaːpiki⸣ʔuʃi]
アカハ,アカバー,[ʔa⸢kabaː]
クタイルン,クタイルン,[ku̥⸢tai⸣ruŋ]
キムノースン,キムノースン,[⸣kimu ⸢noː⸣suŋ]
キンアライ,キンアライ,[⸢kiŋ⸣ʔarai]
ヌーダークイダー,ヌーダークイダー,[⸣nuːdaː ⸢kui⸣daː]
ムディムチ,ムディムチ,[mu⸢di⸣muʧi]
ピマアッふン,ピマーッふン,[pi⸢maː⸣ f⸢fuŋ]
パナヌミイ,パナヌミー,[pa⸢nanu⸣ miː]
ウリンツアン,ウリンツァン,[ʔu⸢rinʦaŋ]
イーワキ,イーワキ,[⸢ʔiːwaki]
ボオボオシ,ボーボーシ,[⸢boːboː⸣ʃi]
パイネエ,パイネー,[⸢pai⸣neː]
パンツン,パンツン,[⸢panʦuŋ]
ウーシマ,ウーシマ,[⸢ʔuː⸣ʃima]
ンーマ,ンーマ,[⸢ʔmː⸣ma]
タカハサ,タカバサ,[tḁ⸢ka⸣basa]
シトウトウリウウキ,シトゥトゥリウーキ,[ʃi̥⸢tuturiʔuː⸣ki]
バンバン,バンバン,[⸢bambaŋ]
バタヌサルン,バタヌサールン,[ba⸢ta⸣nu ⸢saːruŋ]
パルトゥアーシ,パルトゥアーシ,[pa⸢ru⸣tu ⸢ʔaːʃi]
シイラ,シーラ,[⸢ʃiː⸣ra]
ディー,ディー,[⸢diː]
ガサガサ,ガサガサー,[ga⸢saga⸣saː]
アサシ,アサシ,[ʔa⸢sa⸣ʃi]
ユブン,ユブン,[ju⸢buŋ]
イシンクリサン,イジングリサン,[ʔi⸢ʤiŋguri⸣saŋ]
テイダヌヤフ,ティダヌヤフ,[ti⸢da⸣nujaɸu]
シマズ,シマズー,[⸣ʃimaʣuː]
グマプス,グマプス,[gu⸢ma⸣pu̥su]
ビ,ビー,[⸣biː]
ムドゥスン,ムドゥスン,[mu⸢du⸣suŋ]
クウパンツァーリムヌ,グーパンツァーリムヌ,[⸢guːpanʦaːri⸣munu]
ユル,ユール,[⸢juː⸣ru]
バツアミルン,バツァミルン,[ba⸢ʦami⸣ruŋ]
ギュタール,ギュタール,[gju⸢taːru]
アガロオルン,アガロールン,[ʔa⸢garoː⸣ruŋ]
タアンガサ,ターンガサ,[taː⸢ŋgasa]
ナカフタ,ナカフタ,[na⸢ka⸣ɸuta]
アマイビイ,アマイビー,[ʔa⸢maibiː]
カソルン,カーソールン,[⸢kaːsoː⸣ruŋ]
ピキシキルン,ピキシキルン,[pi̥⸢kiʃi̥kiruŋ]
スブルナーヌ,スブルナーヌ,[su⸢bu⸣ru ⸢naː⸣nu]
ヤナナライ,ヤナナライ,[ja⸢nanarai]
アトラ,アトーラ,[⸣ʔatoːra]
ドウシ,ドゥシ,[du⸢ʃi]
ヌチドゥクル,ヌチドゥクル,[nu⸢ʧiduku⸣ru]
マユウン,マユーン,[⸣majuːŋ]
ギサー,ギサー,[⸣gisaː]
コーチョーシンシー,コーチョーシンシー,[⸢koː⸣ʧoːʃiŋʃiː]
ピーグルマ,ピーグルマ,[⸢piːguru⸣ma]
シンスコラ,シンスコーラ,[⸢ʃin⸣su̥koːra]
シン,シン,[⸣ʃiŋ]
パンッスル,パンッスル,[⸢panssu⸣ru]
プールウタ,プールウタ,[⸢puːru⸣ʔuta]
ピクン,ピクン,[pi̥⸢kuŋ]
ダンカスン,ダンカースン,[⸢daŋkaː suŋ]
ボボシ,ボーボーシ,[⸢boːboː⸣ʃi]
ナイトオスン,ナイトースン,[⸢naitoː⸣suŋ]
アハー,アハー,[⸣ʔahaː]
イカライカラ,イカラーイカラー,[ʔi⸢karaːʔikaraː]
ユーチヌピーチ,ユーチヌピーチ,[⸢juːʧinu piː⸣ʧi]
パヤミルン,パヤミルン,[pa⸢jami⸣ruŋ]
アカル,アカル,[ʔakaru]
ヌンカアルン,ヌンガールン,[⸢nuŋgaː⸣ruŋ]
ノオリユウ,ノーリユー,[⸢noːri⸣juː]
ハッサマヨー,ハッサマヨー,[⸣hassamajoː]
ピダティルン,ピダティルン,[pi⸢dati⸣ruŋ]
ニシェ,ニーシェー,[⸢niː⸣ʃeː]
マキッツァースン,マキッツァースン,[ma⸢kitʦaː⸣suŋ]
タアチユー,ターチュー,[⸢taː⸣ʧuː]
マイフナア,マイフナー,[⸢maiɸunaː]
ヤアムテイドング,ヤームティドング,[⸢jaːmutidoŋ⸣gu]
ッふァームン,ッふァームン,[f⸢faːmuŋ]
コラシゥクン,コーラシゥクン,[⸢koːra⸣su̥kuŋ]
イルン,イールン,[⸢ʔiːruŋ]
バスクン,バスクン,[⸢basu̥kuŋ]
ムトゥブ,ムトゥブ,[mu⸢tu⸣bu]
パカライグトゥ,パカライグトゥ,[pḁ⸢karai⸣gutu]
バコープス,バコープス,[ba⸢koː⸣pu̥su]
ムトゥドーリヤー,ムトゥドーリヤー,[mu⸢tudoːrijaː]
ッサガリ,ッサガリ,[s⸢sa⸣gari]
クシクシキ,グジクシキ,[⸣guʤikuʃi̥ki]
ムクキョーダイ,ムクキョーダイ,[⸣mukukjoːdai]
ネラ,ネーラ,[⸢neːra]
スルナアジナ,スルナージナ,[su⸢runaːʤina]
ンン,ンーンー,[ʔŋːʔŋː]
シゥカウン,シゥカウン,[si̥⸢kauŋ]
プスマサアン,プスマサーン,[pu̥⸢su masaː⸣ŋ]
マイナスン,マイナスン,[⸣mai ⸣nasuŋ]
ビー,ビー,[⸣biː]
アガームイサン,アガームイサン,[ʔagaː⸢mui⸣saŋ]
ヤマトウヌクカル,ヤマトゥヌクカル,[ja⸢matu⸣nu ku̥⸢karu]
カナミー,カナミー,[ka⸢namiː]
ポオポオシ,ポーポーシ,[⸢poːpoː⸣ʃi]
インパブ,インパブ,[⸣ʔimpabu]
アカヌウヌ,アガヌーヌ,[ʔa⸢ganuːnu]
ティーガンバリ,ティーガンバリ,[⸢tiːgam⸣bari]
ニハル,ニーバル,[⸣niːbaru]
ムチヌーリピラ,ムチヌーリピラ,[mu⸢ʧinuːri⸣pira]
ビーニー,ビーニー,[⸢biːniː]
アアルン,アールン,[⸢ʔaːruŋ]
ヌビッタルン,ヌビッタールン,[nu⸢bittaː⸣ruŋ]
フドウ,フドゥ,[⸣ɸudu]
ウシトゥミドオンッふァ,ウシトゥミドーンッふァ,[⸢ʔuʃi̥tumidoːŋ⸣ffa]
パンクリルン,パンクリルン,[⸢paŋkuri⸣ruŋ]
タイガイ,タイガイ,[⸢tai⸣gai]
ユシドオフ,ユシドーフ,[ju⸢ʃidoːɸu]
コリ,コーリ,[⸢koːri]
トゥリカクムン,トゥリカクムン,[tu⸢rikaku⸣muŋ]
クルッカ,グルッカ,[guruk⸢ka]
マルヌミ,マルヌミ,[ma⸢runumi]
バケーラ,バケーラ,[ba⸢keːra]
プザンプ,プーザンプー,[⸢puːʣampuː]
ナマンダシ,ナマンダシー,[na⸢mandaʃiː]
ピキタトウン,ピキタトゥン,[pi̥⸢kitatuŋ]
ナードーリキー,ナードーリキー,[⸢naːdoːrikiː]
ポツツン,ポッツン,[⸢potʦuŋ]
ウタカアリルン,ウタガーリルン,[ʔu⸢tagaːriruŋ]
ンナイキ,ンーナイキ,[⸢ʔnːnaʔiki]
バッパー,バッパー,[⸢bappaː]
ニー,ニー,[⸣niː]
トゥシ,トゥジ,[tu⸢ʤi]
ジッチェーマ,ジッチェーマ,[ʤit⸢ʧeː⸣ma]
ダカルン,ダカールン,[da⸢kaːruŋ]
イシグー,イシグー,[ʔi⸢ʃiguː]
シライカ,シライカー,[ʃi⸢rai⸣kaː]
アラパカ,アラパカ,[ʔa⸢rapaka]
イスカサン,イスガサン,[ʔi⸢suga⸣saŋ]
ハラガア,ハラガー,[ha⸢ra⸣gaː]
タンサ,タンザ,[⸣tanʣa]
トウクブチ,トゥクブチ,[tu̥⸢kubuʧi]
ユーケーラ,ユーケーラ,[⸢juːkeːra]
イブン,イブン,[ʔi⸢buŋ]
ピキヌウン,ピキヌーン,[pi̥⸢kinuːŋ]
ナーパイ,ナーパイ,[⸢naːpai]
ヌウテイスウユウ,ヌーティスーユー,[⸣nuːti ⸢suː⸣juː]
イッサク,イッサク,[⸢ʔis⸣saku]
ナダヤシイ,ナダヤシー,[na⸢dajaʃiː]
ムフン,ムフン,[mu⸢ɸuŋ]
デーカー,デーカー,[⸢deː⸣kaː]
ナダムン,ナダムン,[na⸢da⸣muŋ]
イルフリ,イルブリ,[ʔi⸢ru⸣buri]
ドウーヌヤア,ドゥーヌヤー,[⸢duː⸣nu ⸣jaː]
ウンマガータ,ウンマガータ,[⸢ʔummagaː⸣ta]
キータティルン,キータティルン,[⸢kiː⸣ tḁ⸢ti⸣ruŋ]
ゴラザ,ゴーラザ,[⸢goː⸣raʣa]
スクツチナムヌ,スクッチナムヌ,[su̥⸢kutʧina munu]
ノンシタンティン,ノーンシタンティン,[⸢noːŋ⸣ʃi̥tantiŋ]
ナマハライ,ナマバライ,[na⸢ma⸣barai]
ナディマアスン,ナディマースン,[na⸢dimaː⸣suŋ]
アバツカスン,アバッカースン,[ʔabakkaːsuŋ]
ボツふアテイ,ボッふァティ,[bof⸢fati]
マーナチ,マーナチ,[⸢maːnaʧi]
シキユウ,シキユー,[ʃi̥⸢ki⸣juː]
トクル,トクル,[tu̥⸢ku⸣ru]
シラシフチル,シラシフチル,[ʃi⸢raʃiɸuʧiru]
イーズ,イーズ,[⸢ʔiːʣu]
ウトゥメエ,ウトゥメー,[ʔu⸢tu⸣meː]
モサ,モーサ,[⸢moː⸣sa]
アキナイ,アキナイ,[ʔa⸢ki⸣nai]
トウン,トゥン,[tuŋ]
パンスクン,パンスクン,[⸢pan⸣ su̥kuŋ]
ナマンダリムヌ,ナマンダリムヌ,[na⸢mandari⸣munu]
トゥーナミ,トゥーナミ,[⸢tuːnami]
サミ,サミ,[sa⸢mi]
タンカービリ,タンカービリ,[⸢taŋkaːbiri]
クルマイール,クルマイール,[ku⸢rumaʔiː⸣ru]
キンハル,キンバル,[⸢kimbaru]
バカンケン,バカーンケン,[ba⸢kaːŋ⸣keŋ]
シイイルン,シーイルン,[⸣ʃiː ʔi⸢ruŋ]
ナミ,ナミ,[na⸢mi]
ハッパ,ハッパ,[⸢hap⸣pa]
カンガカル,カンガカル,[⸢kaŋgaka⸣ru]
ッふァマ,ッふァマー,[f⸢fa⸣maː]
ガアパルン,ガーパルン,[⸣gaː pa⸢ruŋ]
トウジブトウアイ,トゥジブトゥアイ,[tu⸢ʤibutu⸣ʔai]
ザンマイ,ザンマイ,[⸢ʣam⸣mai]
ウナ,ウナー,[ʔu⸢naː]
ヤ,ヤ,[⸣-ja]
パナシケエヌアアニヤアテエ,パナシケーヌアーニヤーテー,[pa⸢naʃi̥keːnu ʔaː⸣nijaːteː]
カアマ,カーマ,[kaː⸢ma]
オヌス,オーヌスー,[⸢ʔoː⸣nu ⸣suː]
ナラアシミチ,ナラーシミチ,[na⸢raːʃi⸣miʧi]
マレーラシデーラ,マレーラシデーラ,[ma⸢reːra⸣ ʃideːra]
ユヌタキ,ユヌタキ,[ju⸢nu⸣taki]
アシパウル,アーシパウル,[⸢ʔaːʃipau⸣ru]
ヌウルムヌ,ヌールムヌ,[⸢nuːru⸣munu]
クミタトゥン,クミタトゥン,[ku⸢mi⸣tḁtuŋ]
カカレートーレー,カカレートーレー,[ka⸢ka⸣reːtoːreː]
ドゥクナリ,ドゥクナリ,[⸣dukunari]
ブカシ,ブーカシ,[⸢buː⸣kaʃi]
ンーナイバリ,ンーナイバリ,[⸢ʔnːnaʔibari]
キイヌアヤ,キーヌアヤ,[⸢kiː⸣nu ⸣ʔaja]
ミジティップ,ミジティップ,[mi⸢ʤitippu]
シミウン,シミウン,[ʃi⸢mi⸣ʔuŋ]
クサアテエ,クサーテー,[ku̥⸢saːteː]
バライツクナア,バライックナー,[ba⸢raikkunaː]
ホガホガ,ホーガーホーガー,[hoː⸢gaːhoːgaː]
ピソーン,ピソーン,[pi̥⸢soː⸣ŋ]
ッサザリ,ッサザリ,[s⸢sa⸣ʣari]
ウイプソーキナイヌタカラ,ウイプソーキナイヌタカラ,[⸢ʔui⸣pu̥soː ki⸢nainu⸣ tḁ⸢ka⸣ra]
ユーサントー,ユーサントー,[⸣juː ⸢san⸣toː]
ニビスクライ,ニビスクライ,[ni⸢bisu̥kurai]
バカーン,バカーン,[ba⸢kaː⸣ŋ]
ピキパナスン,ピキパナスン,[pi̥⸢kipana⸣suŋ]
ゾールゾールズーシ,ゾールゾールズーシ,[⸣ʣoːruʣoːruʣuːʃi]
シビルン,シビルン,[ʃi⸢biruŋ]
ニジューグニンキ,ニジューグニンキ,[⸣niʤuːgu⸢niŋki]
ダーッカティ,ダーッカティ,[daːk⸢kati]
プシイカ,プシイガ,[pu̥⸢ʃi⸣ʔiga]
フシケエマ,フシケーマ,[ɸuʃi̥⸢keː⸣ma]
タイティー,タイティー,[⸢tai⸣tiː]
トゥカザー,トゥカザー,[tu̥⸢ka⸣ʣaː]
ヤバン,ヤバン,[⸣jabaŋ]
イズホシ,イズホーシ,[ʔi⸢ʣuhoː⸣ʃi]
タフツテイ,ダフッティ,[daɸut⸢ti]
ガバーフーン,ガバーフーン,[⸣gabaː ⸣ɸuːŋ]
フニパウン,フニパウン,[⸣ɸuni ⸢pauŋ]
フージ,フージ,[⸢ɸuːʤi]
ウンネ,ウンネ,[⸢ʔun⸣ne]
ミイカンガン,ミーカンガン,[⸢miːkaŋ⸣gaŋ]
ヌルカブン,ヌールカブン,[⸢nuː⸣ru ⸣kabuŋ]
ピソオシバア,ピソーシバー,[pi̥⸢soː⸣ ʃi⸢baː⸣]
イシゥカアゴオラア,イシゥカーゴーラー,[⸢ʔisï̥⸣kaː ⸢goː⸣raː]
ナシユースン,ナシユースン,[na⸢ʃijuː⸣suŋ]
グシゾーグ,グシゾーグ,[⸣guʃiʣoːgu]
パラチブニ,パラチブニ,[pa⸢raʧi⸣buni]
ドオギ,ドーギ,[⸢doː⸣gi]
ムニユミックナア,ムニユミックナー,[mu⸢nijumik⸣kunaː]
ハツリ,ハツリ,[hḁ⸢ʦuri]
ユダル,ユダル,[ju⸢daru]
ブウビキ,ブービキ,[⸢buː⸣biki]
ブヌヌ,ブーヌーヌ,[⸣buːnuːnu]
パリッツァスン,パリッツァースン,[pa⸢ritʦaː⸣suŋ]
トウシテエ,トゥシテー,[⸣tu ʃi̥⸢teː]
パギトウルン,パギトゥルン,[⸣pagituruŋ]
ナリウチ,ナリウチ,[na⸢riʔu⸣ʧi]
シチパジリ,シチパジリ,[ʃi̥⸢ʧipaʤi⸣ri]
アガヌール,アガヌール,[ʔa⸢ganuːru]
アラタムン,アラタムン,[ʔa⸢ra⸣tamuŋ]
ナシゾージ,ナシゾージ,[na⸢ʃiʣoː⸣ʤi]
アミンシタツカリン,アミンシタッカリン,[⸣ʔamiŋ ʃi̥⸢tak⸣kariŋ]
クヮイシキ,クヮイシキ,[⸢kwai⸣ʃi̥ki]
ニーシェーター,ニーシェーター,[⸢niːʃeː⸣taː]
ナカラヤビ,ナカラヤビ,[na⸢kara⸣jabi]
ホオルキシルン,ホールキシルン,[⸢hoː⸣ru ki̥⸢ʃi⸣ruŋ]
シビルン,シビルン,[ʃi⸢biruŋ]
ウイシミカアシミ,ウイシミカーシミ,[⸢ʔuiʃimikaː⸣ʃimi]
ウレーラ,ウレーラ,[ʔu⸢reː⸣ra]
バキンッサアラ,バキンッサーラ,[ba⸢kinssaː⸣ra]
ヌーヌ,ヌーヌ,[⸢nuː⸣nu]
ジイピシヤマ,ジーピシヤマ,[⸢ʤiːpi̥ʃi⸣jama]
ザームチ,ザームチ,[⸣ʣaːmuʧi]
サア,サー,[⸣saː]
ゴールン,ゴールン,[⸢goːruŋ]
ジイマイ,ジーマイ,[⸢ʤiː⸣mai]
ニーウラスン,ニーウラスン,[⸣niː ʔu⸢ra⸣suŋ]
ミーヌッスタマ,ミーヌッスタマ,[⸢miː⸣nu s⸢su⸣tama]
フチタタックン,フチタタックン,[ɸu̥⸢ʧi⸣ tḁ⸢tak⸣kuŋ]
ヌブシヤン,ヌブシヤン,[nu⸢buʃijaŋ]
アラカア,アラカー,[ʔa⸢ra⸣kaː]
カヒシン,カビジン,[ka⸢biʤiŋ]
シヒシナア,シビジナー,[ʃi⸢biʤinaː]
サタタリジブン,サタタリジブン,[⸣sḁta ta⸢ri⸣ʤibuŋ]
キシキミルン,キーシキミルン,[⸢kiː⸣ʃi̥ki ⸣miruŋ]
ピイモオスン,ピーモースン,[⸣piː ⸢moːsuŋ]
パマカサ,パマカザ,[pa⸢ma⸣kaʣa]
ハカヤシミルン,バカヤシミルン,[ba⸢ka⸣ja ʃi⸢miruŋ]
ナラシ,ナーラシ,[⸢naːra⸣ʃi]
カラネーシ,カラネーシ,[ka⸢raneːʃi]
ガイヤーマ,ガイヤーマ,[gai⸢jaː⸣ma]
イーシ,イーシ,[⸢ʔiː⸣ʃi]
クーズメ,クーズメ,[⸢kuːʣume]
ヤマトゥタビ,ヤマトゥタビ,[ja⸢matu⸣tabi]
イチェラ,イチェーラ,[ʔi⸢ʧeːra]
タゴオムン,タゴームン,[ta⸢goː⸣muŋ]
トウマラスン,トゥマラスン,[tu⸢marasuŋ]
マッサル,マーッサール,[⸢maːssaː⸣ru]
フサキヌウ,フサキヌー,[ɸu̥⸢saki⸣nuː]
カンチョー,カンチョー,[⸢kan⸣ʧoː]
バサンパームチ,バサンパームチ,[ba⸢sam⸣paːmuʧi]
ミトウル,ミートゥール,[⸢miːtuːru]
バンゴー,バンゴー,[⸢baŋ⸣goː]
イタンダッふァイ,イタンダッふァイ,[ʔi⸢tanda⸣ffai]
カキイルン,カキイルン,[kḁ⸢ki⸣iruŋ]
ドゥーッふァイワザ,ドゥーッふァイワザ,[⸢duːffai⸣waʣa]
ウヤンヤ,ウヤンヤー,[ʔu⸢jaŋ⸣jaː]
マカト,マカトー,[ma⸢ka⸣toː]
ユニチ,ユニチ,[ju⸢niʦi]
ジイマミ,ジーマミ,[⸢ʤiː⸣mami]
ジンブントオリムヌ,ジンブントーリムヌ,[⸢ʤim⸣bun ⸢toːri⸣munu]
ピカサ,ピーカザ,[⸢piː⸣kaʣa]
タミスン,タミスン,[ta⸢mi⸣suŋ]
ナー,ナー,[⸣naː]
ナアリルン,ナーリルン,[⸢naːri⸣ruŋ]
トゥンケエリトゥンケエリ,トゥンケーリトゥンケーリ,[⸢tuŋkeːri tuŋkeːri]
フキアルン,フキアールン,[ɸu̥⸢kiʔaː⸣ruŋ]
アスン,アースン,[⸢ʔaːsuŋ]
ヒッコシ,ヒッコーシ,[⸢çikkoːʃi]
トゥカ,トゥカ,[⸣tu̥ka]
ウブキナイ,ウブキナイ,[ʔu⸢bu⸣kinai]
トゥーン,トゥーン,[⸣tuːŋ]
ソオイルン,ソーイルン,[⸢soː ʔiruŋ]
タッテエ,タッテー,[⸢tat⸣teː]
ビイ,ビー,[⸢biː]
サーヌミアウ,サーヌミアウ,[⸢saːnumi⸣ʔau]
カアシヌカル,カーシヌカル,[⸢kaːʃinukaru]
ミイニシ,ミーニシ,[⸣miːniʃi]
シンケエスン,シンケースン,[⸢ʃiŋkeːsuŋ]
ブックムン,ブックムン,[⸢bukkumuŋ]
ハッポー,ハッポー,[⸣happoː]
パシットゥ,パシットゥ,[pḁ⸢ʃittu]
アスコーアスコーシ,アスコーアスコーシ,[ʔasu̥⸢koːʔasu̥koː⸣ʃi]
トウドウマルン,トゥドゥマルン,[tu⸢duma⸣ruŋ]
ピーウチ,ピーウチ,[⸢piː⸣ʔuʧi]
パキミイ,パギミー,[pa⸢gi⸣miː]
トゥムティパルン,ドゥームティパルン,[⸣duːmuti ⸣paruŋ]
ソラキ,ゾーラキ,[⸢ʣoːraki]
ナマトーフ,ナマトーフ,[na⸢matoː⸣ɸu]
トゥシキ,トゥシキ,[⸢tuʃi̥⸣ki]
プスン,プスン,[⸣pu̥suŋ]
ナマイー,ナマイー,[na⸢ma⸣ʔiː]
ヤマドウル,ヤマドゥル,[ja⸢ma⸣duru]
ヌウル,ヌール,[⸢nuː⸣ru]
マホルキシムヌ,マーホールキシムヌ,[⸢maːhoːru⸣ ki̥⸢ʃi⸣munu]
ネースン,ネースン,[⸢neːsuŋ]
ウブイグリサン,ウブイグリサン,[ʔu⸢buiguri⸣saŋ]
イシゥカゴラ,イシゥカーゴーラー,[⸢ʔisï̥⸣kaː ⸢goː⸣raː]
メエ,メー,[⸣meː]
シキンクリサン,シキングリサン,[ʃi̥⸢kiŋguri⸣saŋ]
ナウリユ,ナウリユー,[⸢nauri⸣juː]
ヌル,ヌール,[⸢nuː⸣ru]
パルスウブ,パルスーブ,[pa⸢rusuː⸣bu]
アトゥ,アドゥ,[⸣ʔadu]
バア,バー,[⸢baː]
ナグサミルン,ナグサミルン,[na⸢gusamiruŋ]
トゥマヤ,トゥマヤー,[tu⸢majaː]
クーマイ,クーマイ,[⸣kuːmai]
ウッふィルン,ウッふィルン,[⸢ʔuffiruŋ]
ティキラスン,ディキラスン,[di⸢kira⸣suŋ]
